time,ankle_angle,ground_force_x,ground_force_y,ground_force_z,simulated_act_force,heel_strike,midfoot_strike,toe_strike,repetition
2.0789999999999997,0.0119485667594931,7.550781551196865,132.2888614780598,2.667585103696404,13.0,1,0,0,1
2.0879999999999996,0.0097808230908158,5.351172622835032,183.8453844306994,5.370216803069962,18.0,1,0,0,1
2.0969999999999995,0.007265867598601,1.176185591056409,226.1709696824638,7.535542999552662,22.0,1,0,0,1
2.106,0.0046879469708551,-3.814153262306334,257.0640343487295,9.528858830479091,25.0,1,0,0,1
2.1149999999999998,0.0024544142191397,-10.34270097183998,278.3993864387051,10.22868966595267,27.0,1,0,0,1
2.1239999999999997,0.0006853470112855,-18.0441725516784,293.5386204499407,9.65346804238016,29.0,1,0,0,1
2.1329999999999996,-0.0006481549968612,-25.94262547750899,306.1598505392111,8.053395355657619,30.0,1,0,0,1
2.1419999999999995,-0.0014996715559888,-33.44128265256766,319.0647797119059,5.653157593957109,31.0,1,0,0,1
2.151,-0.0018075568245796,-40.09775161175799,333.4550334263504,2.6593912001578,33.0,1,0,0,1
2.1599999999999997,-0.0015392915637354,-45.87472379527156,350.1638401994898,-0.7841084810311171,35.0,1,0,0,1
2.1689999999999996,-0.0006766313441336,-51.53713411945193,371.3599460183766,-4.490553835283802,37.0,1,0,0,1
2.1779999999999995,0.0008016402638068,-57.52018077538216,400.5152107941082,-8.224766810833197,40.0,1,0,0,1
2.187,0.0029087185026044,-63.65700181836817,437.9816665260067,-11.93781050065214,43.0,1,1,0,1
2.1959999999999997,0.0056840132239893,-70.33898155468705,479.2468705634461,-15.49784628714589,47.0,1,1,0,1
2.2049999999999996,0.0091792179960219,-77.36468942154569,517.9365773917931,-18.73617404490081,51.0,1,1,0,1
2.2139999999999995,0.0133909237017032,-83.7745285554911,550.1264666968942,-21.72849144145562,55.0,1,1,0,1
2.223,0.0182540022746873,-89.4739791121086,577.2251472070441,-24.38262831795691,57.0,1,1,0,1
2.2319999999999998,0.0237246914529319,-94.60194965439526,602.1328385616509,-27.09417247255482,60.0,1,1,1,1
2.2409999999999997,0.0297363609224567,-98.46581892656825,625.0298107756483,-29.86731694487781,62.0,1,1,1,1
2.2499999999999996,0.0361650105847493,-101.0556356354954,644.6554063207668,-32.45673649182462,64.0,1,1,1,1
2.2589999999999995,0.0428670033853024,-102.5914528359378,661.9896542081244,-35.16801122567897,66.0,1,1,1,1
2.268,0.0497208272453029,-103.156272837092,678.9858021985583,-37.78575683126334,67.0,1,1,1,1
2.2769999999999997,0.0565910211115378,-102.6610011538022,694.7166188321048,-40.29848929370806,69.0,1,1,1,1
2.2859999999999996,0.0633313245829293,-101.5075806650486,709.2553758913617,-41.95989316984175,70.0,1,1,1,1
2.2949999999999995,0.0699552321376039,-99.48679070569264,727.2386919283166,-43.12392425924347,72.0,1,1,1,1
2.304,0.076624234390063,-96.78016982606869,749.3453832715611,-44.52918659016407,74.0,1,1,1,1
2.3129999999999997,0.0833715388979718,-94.27237504582594,766.0318018240869,-45.22786837390654,76.0,1,1,1,1
2.3219999999999996,0.0899792115652087,-91.47891919373834,773.3526238451401,-45.45255046758683,77.0,1,1,1,1
2.3309999999999995,0.0961978270223326,-88.45050232186892,778.0869068611264,-45.87661725794952,77.0,1,1,1,1
2.34,0.10197131252252,-85.6857348457784,783.2711588048418,-46.28873310003894,78.0,1,1,1,1
2.3489999999999998,0.1073795249264566,-83.00789565096532,786.890442731744,-46.56767835028811,78.0,1,1,1,1
2.3579999999999997,0.1124557531179385,-80.39225530332307,788.2964003501387,-46.92395038813012,78.0,1,1,1,1
2.3669999999999995,0.1171945854801162,-77.94551150818855,787.9687270882243,-47.28956139869451,78.0,1,1,1,1
2.3759999999999994,0.121604542546153,-75.66370674695268,786.1002359749399,-47.64072828342659,78.0,1,1,1,1
2.385,0.1257087335308271,-73.44462200623903,782.7392313436375,-47.98241094265082,78.0,1,1,1,1
2.3939999999999997,0.1295267612211592,-71.29251036273803,777.8931743086107,-48.2909990874336,77.0,1,1,1,1
2.4029999999999996,0.1330759633486753,-69.24520545442614,771.5912336736789,-48.48021071778067,77.0,1,1,1,1
2.4119999999999995,0.1363742024061576,-67.304049319959,763.956099975419,-48.5179968906413,76.0,1,1,1,1
2.421,0.1394382470732913,-65.4618990200904,755.1119000385263,-48.31783914875621,75.0,1,1,1,1
2.4299999999999997,0.1422846320112157,-63.69204561098582,745.1201428958741,-47.82760113022385,74.0,1,1,1,1
2.4389999999999996,0.1449299719836969,-62.01076233124915,734.1352797039459,-47.02642174588419,73.0,1,1,1,1
2.4479999999999995,0.1473901028155495,-60.39512642125738,722.3580269759632,-45.90577131628473,72.0,1,1,1,1
2.457,0.1496807056797159,-58.78905967352258,710.0086652037924,-44.48805776198348,71.0,1,1,1,1
2.4659999999999997,0.1518174317572346,-57.16189903920265,697.3203411352852,-42.81730192863086,69.0,1,1,1,1
2.4749999999999996,0.1538148419474415,-55.47219172375717,684.5164078655814,-40.95652469128632,68.0,1,1,1,1
2.4839999999999995,0.155686243191677,-53.69043677281396,671.8322855344164,-38.99047456598307,67.0,1,1,1,1
2.4929999999999994,0.1574417018879216,-51.81197097408307,659.4631556716655,-36.99333506305574,65.0,1,1,1,1
2.502,0.1590896371106217,-49.86119466587243,647.5800777463334,-35.0790375723701,64.0,1,1,1,1
2.5109999999999997,0.160635143626886,-47.87627985147456,636.3126584844429,-33.30296293951578,63.0,1,1,1,1
2.5199999999999996,0.1620822036312471,-45.90538271784249,625.7431800612408,-31.74869111038878,62.0,1,1,1,1
2.5289999999999995,0.1634336641652564,-44.00537437954166,615.924332825646,-30.44549821851916,61.0,1,1,1,1
2.5379999999999994,0.1646928121161176,-42.21884399195444,606.853964537629,-29.39787445255181,60.0,1,1,1,1
2.5469999999999997,0.1658643200852959,-40.57702482143074,598.5132171735958,-28.60501501699029,59.0,1,1,1,1
2.5559999999999996,0.1669538148487231,-39.07694475832903,590.8259453321084,-28.03173249463899,59.0,1,1,1,1
2.5649999999999995,0.1679692311065323,-37.71211384001347,583.698482563114,-27.65557566550684,58.0,1,1,1,1
2.574,0.1689194260561256,-36.46099574766714,577.0822645102287,-27.4524195772671,57.0,1,1,1,1
2.5829999999999997,0.1698142347612432,-35.28475607462662,571.0219829723167,-27.4001907502499,57.0,1,1,1,1
2.5919999999999996,0.1706637442570907,-34.11825204471967,565.5207847408569,-27.46867665975459,56.0,1,1,1,1
2.6009999999999995,0.1714810512454444,-32.90507468140117,560.5292869128991,-27.63229110182831,56.0,1,1,1,1
2.6099999999999994,0.1722813025947501,-31.65800816532313,556.0476568989673,-27.86828202169689,55.0,1,1,1,1
2.6189999999999998,0.1730775622300909,-30.34005008021572,552.1242354987003,-28.13504580823743,55.0,1,1,1,1
2.6279999999999997,0.1738784950315386,-28.87639882165517,548.8684100778967,-28.4188686698981,54.0,1,1,1,1
2.6369999999999996,0.1746882448998038,-27.29120243836763,546.3325188447424,-28.68599255972129,54.0,1,1,1,1
2.6459999999999995,0.1755117551331752,-25.58358633283253,544.5335670110306,-28.92655378245222,54.0,1,1,1,1
2.6549999999999994,0.1763549964825423,-23.77268952138824,543.4850494042843,-29.10354966938778,54.0,1,1,1,1
2.6639999999999997,0.1772238234399456,-21.89230478679341,543.2215035401963,-29.18948360561026,54.0,1,1,1,1
2.6729999999999996,0.1781231023821706,-19.94436671866881,543.7240804515047,-29.16421199928581,54.0,1,1,1,1
2.6819999999999995,0.1790569519343479,-17.91903703447983,544.9791682970906,-29.00144080271712,54.0,1,1,1,1
2.691,0.1800289116701517,-15.80216806289923,546.9442929052436,-28.698945766522,54.0,1,1,1,1
2.6999999999999997,0.1810424371281424,-13.56947875616,549.6132210596734,-28.27176642993947,54.0,1,1,1,1
2.7089999999999996,0.1821029162205215,-11.19328604150215,552.9570294628656,-27.74405253254852,55.0,1,1,1,1
2.7179999999999995,0.1832173600025488,-8.671069403223337,556.942724361742,-27.20970905845367,55.0,1,1,1,1
2.7269999999999994,0.18439571449248,-6.033082800492415,561.5233950361961,-26.68607333161881,56.0,1,1,1,1
2.7359999999999998,0.1856495381252226,-3.303564646456103,566.6528438900723,-26.27762792502137,56.0,1,1,1,1
2.7449999999999997,0.1869904714864522,-0.5283021623225199,572.2886560625248,-26.03320123443655,57.0,1,1,1,1
2.7539999999999996,0.1884298895446815,2.22910503097636,578.3806738853061,-25.98075539011454,57.0,1,1,1,1
2.7629999999999995,0.1899798073159907,4.954522340796736,584.9178940139575,-26.15767531292324,58.0,1,1,1,1
2.7719999999999994,0.1916523714206,7.622684335387525,591.9399883347298,-26.55055261101002,59.0,1,1,1,1
2.7809999999999997,0.1934631914974726,10.23145014708365,599.5419211732292,-27.14043244453882,59.0,1,1,1,1
2.7899999999999996,0.1954308378003152,12.80986139303858,607.7176182692726,-27.86099257982619,60.0,1,1,1,1
2.7989999999999995,0.1975721993406766,15.38747471514858,616.4262667497562,-28.68265500426716,61.0,1,1,1,1
2.808,0.199898807730101,18.02801741749936,625.7139381169902,-29.50208091868312,62.0,1,1,1,1
2.8169999999999997,0.2024099548776079,20.76924307522765,635.5784335345281,-30.28144674411982,63.0,1,1,1,1
2.8259999999999996,0.2050996355307551,23.64804382964084,645.9135633273161,-30.99022876534221,64.0,1,1,1,1
2.8349999999999995,0.2079533094624318,26.69587881363374,656.6041854311223,-31.60176268541389,65.0,1,1,1,1
2.8439999999999994,0.2109526534362589,29.88111302935864,667.5849371434435,-32.1084660722136,66.0,1,1,1,1
2.8529999999999998,0.2140768683035258,33.18147321180042,678.8055002802398,-32.55430233804686,67.0,1,1,1,1
2.8619999999999997,0.2173053308662629,36.53251054551342,690.2000129449867,-32.96502197464693,69.0,0,1,1,1
2.8709999999999996,0.22061091485091,39.86021845583133,701.7073876787548,-33.37601018844695,70.0,0,1,1,1
2.8799999999999994,0.2239614663443824,43.12954803396461,713.2884334220139,-33.82290140577786,71.0,0,1,1,1
2.8889999999999993,0.2273196707566038,46.30815625622002,724.9128459645979,-34.30715982565025,72.0,0,1,1,1
2.8979999999999997,0.2306474804683442,49.40121241554064,736.4949935283053,-34.86983380090054,73.0,0,1,1,1
2.9069999999999996,0.2339041180293839,52.40894361561353,747.9702309437087,-35.48298178659022,74.0,0,1,1,1
2.9159999999999995,0.237046470648988,55.39591310214562,759.3610579064034,-36.14144548636281,75.0,0,1,1,1
2.925,0.2400273167610499,58.40326394071631,770.6854397124544,-36.82082512477129,77.0,0,1,1,1
2.9339999999999997,0.2427997354475255,61.44457769967656,781.5570448277703,-37.49924640740358,78.0,0,1,1,1
2.9429999999999996,0.2453202095225195,64.5677545633415,791.6183020105661,-38.15195151619918,79.0,0,1,1,1
2.9519999999999995,0.2475449625441863,67.81962555882379,800.782449189865,-38.75721301628874,80.0,0,1,1,1
2.9609999999999994,0.2494292635736292,71.18325831066281,808.879218299098,-39.29692818403032,80.0,0,1,1,1
2.9699999999999998,0.2509289488855474,74.67746268696267,815.7461792169393,-39.77406982123742,81.0,0,1,1,1
2.9789999999999996,0.2520013815741466,78.30501090745963,821.2096387916142,-40.16951606812849,82.0,0,1,1,1
2.9879999999999995,0.2526052200832409,82.03165433596911,825.1680873377398,-40.51854083594024,82.0,0,1,1,1
2.9969999999999994,0.2527022474084795,85.84866059751226,827.534409264015,-40.8150889760859,82.0,0,1,1,1
3.0059999999999993,0.25225676056293,89.71386629781689,828.2017136516375,-41.0327235312297,82.0,0,1,1,1
3.0149999999999997,0.251246367446449,93.59244974346043,827.1164224706572,-41.20776385085234,82.0,0,1,1,1
3.0239999999999996,0.2496589214975578,97.42828841798928,824.1189982600632,-41.16701153074462,82.0,0,1,1,1
3.0329999999999995,0.2474969917248659,101.1743904688884,819.1263345009335,-40.89737973464552,81.0,0,1,1,1
3.042,0.2447637708497701,104.9125622761318,812.0125421873638,-40.3265267805355,81.0,0,1,1,1
3.0509999999999993,0.2414210508423436,108.5922260958918,802.6104964595509,-39.27924532842717,80.0,0,1,1,1
3.0599999999999996,0.2374047597044252,112.1544203575624,790.6673043577921,-37.53719502181967,79.0,0,1,1,1
3.0689999999999995,0.2326867910344383,115.7892117287096,776.1177818658838,-35.44685571497754,77.0,0,1,1,1
3.0779999999999994,0.2272832182804773,119.0815540901269,759.0479357952061,-32.56434486945371,75.0,0,1,1,1
3.0869999999999997,0.2212703110602315,121.9758421370991,739.7966627503001,-29.16841525049787,73.0,0,1,1,1
3.0959999999999996,0.2147374619814467,124.5095517082071,718.7334465308875,-25.97375257172233,71.0,0,0,1,1
3.1049999999999995,0.2077186928374762,126.133015823659,695.450410120331,-22.43203155821079,69.0,0,0,1,1
3.114,0.2001918069209786,126.9791401857112,669.1718533208141,-18.98514089507887,66.0,0,0,1,1
3.1229999999999993,0.1920904231227687,127.0173057349452,639.0101990240389,-15.92047404844015,63.0,0,0,1,1
3.1319999999999997,0.1833568480504484,125.8556785677673,604.1584276732428,-12.79757797293776,60.0,0,0,1,1
3.1409999999999996,0.1739453664759996,123.4886430700209,564.9771547581857,-9.86212505670686,56.0,0,0,1,1
3.1499999999999995,0.1638113150878959,120.8089821265532,521.3295367257125,-6.683733163171583,52.0,0,0,1,1
3.159,0.1529507806048084,117.6164160011165,469.9539210766465,-3.010802989287908,46.0,0,0,1,1
3.1679999999999993,0.1414457209325884,111.8124401622895,403.1167613742694,0.392938446175517,40.0,0,0,1,1
3.1769999999999996,0.1295212637376817,103.7642721614914,321.3182564254681,4.165724949145837,32.0,0,0,1,1
3.1859999999999995,0.1172414155007816,94.88800164405868,246.8869676629505,7.4821748179765,24.0,0,0,1,1
3.1949999999999994,0.1045414612514222,85.23058426281159,203.9653228260152,10.27727829051149,20.0,0,0,1,1
3.2039999999999997,0.0916239798329375,77.30098786088905,187.3147956248786,12.11748115507127,18.0,0,0,1,1
3.2129999999999996,0.0780063402001499,72.63371637467245,175.6514246294121,12.36396253887356,17.0,0,0,1,1
3.2219999999999995,0.0626753062166559,66.4292190796594,171.7204556990873,12.64189714358592,17.0,0,0,1,1
3.231,0.0452268889596506,56.46246227273628,170.2868290875729,12.00903203555046,17.0,0,0,1,1
3.2399999999999993,0.0256301260102502,47.996302167639,168.45090028931,10.67368615247977,16.0,0,0,1,1
3.2489999999999997,0.0041611501005068,40.14964148798572,163.2448874380716,9.049856831084435,16.0,0,0,1,1
3.2579999999999996,-0.018679012789095,32.32416163518771,151.9454172371341,7.358562712727267,15.0,0,0,1,1
3.2669999999999995,-0.041973141848759,24.17304582299793,132.2679631450693,6.116578908917869,13.0,0,0,1,1
3.276,-0.0648106846803629,17.63155833347972,105.4089070133015,4.191952798653558,10.0,0,0,1,1
3.2849999999999993,-0.0868056552324607,11.17721814580972,76.35564045769912,1.636722776672153,7.0,0,0,1,1
3.2939999999999996,-0.107780309994081,2.216811675819177,48.05132405433216,1.78293793640187,4.0,0,0,1,1
3.3029999999999995,-0.1270707864956819,-7.372491887174564,21.92150252062769,3.570558998830276,2.0,0,0,1,1
3.3119999999999994,-0.1432615754846651,-0.7492595458964579,0.814479247857542,0.2045885199958096,0.0,0,0,0,1
3.3209999999999997,-0.1563030658567207,0.0551756804703379,-0.0519027012723551,-0.0099110574776343,-1.0,0,0,0,1
3.3299999999999996,-0.168147178662321,0.1425531569694066,-0.1237606179036339,-0.0188344846657523,-1.0,0,0,0,1
3.3389999999999995,-0.1795507095678164,-0.0154224035072655,0.0123486850105172,0.0015308022286747,0.0,0,0,0,1
3.348,-0.1892061911859936,0.0704303110372051,-0.0510378980300323,-0.0042842732558254,-1.0,0,0,0,1
3.3569999999999993,-0.1963842920066645,0.0415020668484882,-0.0275615315046077,-0.0014326451974972,-1.0,0,0,0,1
3.3659999999999997,-0.2016090388600131,-0.0014043485740394,0.0008711743209479,3.193024399876089e-05,0.0,0,0,0,1
3.3749999999999996,-0.2051820476301207,-0.0552279404018302,0.0321415537804277,0.000852859049813,0.0,0,0,0,1
3.3839999999999995,-0.2068128150219463,-0.0593514528439858,0.0324155439585562,0.000462386393474,0.0,0,0,0,1
3.393,-0.206459914100458,-0.0539671934501136,0.027845558915912,0.0001127436311225,0.0,0,0,0,1
3.4019999999999992,-0.2044078328391499,-0.0455501480126487,0.0223634878474552,-3.577497120701698e-05,0.0,0,0,0,1
3.4109999999999996,-0.2008571643754403,-0.0364553782416864,0.0170995778479626,-8.389938697905304e-05,0.0,0,0,0,1
3.4199999999999995,-0.1958847593734446,-0.0290174016358089,0.0130470629989181,-9.558089167360498e-05,0.0,0,0,0,1
3.4289999999999994,-0.1896529892695224,-0.0239617405812663,0.0103734822076475,-8.265837256591167e-05,0.0,0,0,0,1
3.4379999999999997,-0.1823788011579578,-0.0208087754600219,0.0087083669481628,-5.794564596013536e-05,0.0,0,0,0,1
3.4469999999999996,-0.174238679928667,-0.0191424325296786,0.0077696954078917,-3.162619471366695e-05,0.0,0,0,0,1
3.4559999999999995,-0.1653906379085098,-0.0187424643387398,0.0074009236883114,-3.838264643538597e-06,0.0,0,0,0,1
3.465,-0.1559941269346634,-0.0195788993456929,0.0075437087699057,3.025729723845584e-05,0.0,0,0,0,1
3.4739999999999993,-0.1461970621701559,-0.0217734644603677,0.0082068175465948,7.575644796188503e-05,0.0,0,0,0,1
3.4829999999999997,-0.1361209488665964,-0.0256834698884177,0.0094923065849104,0.0001405786034612,0.0,0,0,0,1
3.4919999999999995,-0.1258777789136659,-0.0319486378041737,0.0116023068903657,0.0002376942301833,0.0,0,0,0,1
3.5009999999999994,-0.1155576496064183,-0.0416198126455922,0.0148792917494342,0.0003870744356071,0.0,0,0,0,1
3.51,-0.1052385037466542,-0.0563206186591844,0.0198539965278754,0.0006177190862394,0.0,0,0,0,1
3.5189999999999992,-0.0949786906651338,-0.078518677011859,0.0273330028730516,0.0009724831321359,0.0,0,0,0,1
3.5279999999999996,-0.0848286376117,-0.1118174481808068,0.0384863486436453,0.001510095401257,0.0,0,0,0,1
3.5369999999999995,-0.0748242704371896,-0.1613705951425284,0.0549778338488998,0.0023083497593115,0.0,0,0,0,1
3.5459999999999994,-0.0649954750459916,-0.2341821831691751,0.0790490508156347,0.0034561316027972,0.0,0,0,0,1
3.5549999999999997,-0.0553630289693241,-0.3393905029068833,0.1136023825311187,0.0050361062104743,0.0,0,0,0,1
3.5639999999999996,-0.0459442113939403,-0.4880315140490194,0.1621030495844295,0.0070848572732222,0.0,0,0,0,1
3.5729999999999995,-0.0367526975784622,-0.6928344346854218,0.2285041071506841,0.0095375937956646,0.0,0,0,0,1
3.582,-0.0278012571052268,-0.9667581682288744,0.3167523988864026,0.0121453994499489,0.0,0,0,0,1
3.5909999999999993,-0.019103264268717,-1.321857015581988,0.4304415390454856,0.0144254155549048,0.0,0,0,0,1
3.5999999999999996,-0.0106741348640496,-1.766290171267183,0.5718705915012794,0.0155941408871659,0.0,0,0,0,1
3.6089999999999995,-0.0025321828656189,-2.300551734032685,0.7409420007405096,0.0146314612192397,0.0,0,0,0,1
3.6179999999999994,0.0053049799069779,-2.913115821613217,0.9338085098126436,0.0103622411061576,0.0,0,0,0,1
3.627,0.0128121132719664,-3.584198386741127,1.14417229146306,0.0016330499136712,0.0,0,0,0,1
3.6359999999999992,0.0199571173130193,-4.285551592439225,1.363190503796321,-0.0124690783744501,0.0,0,0,0,1
3.6449999999999996,0.0267006692448208,-4.985650107068799,1.58110308647083,-0.0325579961835577,0.0,0,0,0,1
3.6539999999999995,0.0329994632228453,-5.653775379264835,1.788528043584276,-0.0588194468767274,0.0,0,0,0,1
3.6629999999999994,0.0387953365007567,-6.270226077484311,1.979666292425422,-0.0910113555473156,0.0,0,0,0,1
3.6719999999999997,0.0440305498200522,-6.804916545364335,2.145240786841856,-0.1282428746796955,0.0,0,0,0,1
3.6809999999999996,0.0486600828042124,-7.210533598259569,2.270746306249944,-0.1684807214025306,0.0,0,0,0,1
3.6899999999999995,0.0526291448883783,-7.456397140337542,2.347232740937704,-0.2087183305720896,0.0,0,0,0,1
3.699,0.0558902861800842,-7.473322577564018,2.353072137277595,-0.244029447630125,0.0,0,0,0,1
3.7079999999999993,0.0584233803610557,-7.173771022036711,2.260497741041736,-0.2676485472897088,0.0,0,0,0,1
3.7169999999999996,0.0602372821696021,-6.49760521640634,2.050167289171344,-0.2722990774440232,0.0,0,0,0,1
3.7259999999999995,0.0613532703886083,-5.43041804933764,1.716535033636562,-0.2517030586788925,0.0,0,0,0,1
3.7349999999999994,0.0618409718946563,-4.042762450968271,1.280709989118676,-0.2045520200914854,0.0,0,0,0,1
3.7439999999999998,0.0617900122347756,-2.555720344642648,0.8117627976125015,-0.1395714488205359,0.0,0,0,0,1
3.7529999999999992,0.0613054035209786,-1.270260685545996,0.4047769314388122,-0.0740884792174365,0.0,0,0,0,1
3.7619999999999996,0.0604861134709482,-0.4212584548739214,0.1347975397328307,-0.0259384885834986,0.0,0,0,0,1
3.7709999999999995,0.0593935340814967,-0.0241785645482274,0.0077904796368219,-0.0014759535326836,0.0,0,0,0,1
3.7799999999999994,0.0580787897847545,-0.0046629516559751,0.00151669603216,-0.0002451286782879,0.0,0,0,0,1
3.7889999999999997,0.0565816974037395,-0.0030568920954998,0.0009999732856318,-0.0001676078364679,0.0,0,0,0,1
3.7979999999999996,0.0549330757335029,-0.0015952874587932,0.0005261386486556,-8.827008853613874e-05,0.0,0,0,0,1
3.8069999999999995,0.053170664740057,-0.0007552386727284,0.0002520362254502,-3.994017028605005e-05,0.0,0,0,0,1
3.816,0.0513371730016882,-0.0005372992936616,0.0001817930010005,-2.349994418903511e-05,0.0,0,0,0,1
3.8249999999999993,0.0494748982876134,-0.0013417270208319,0.0004580525152448,-4.91914379842425e-05,0.0,0,0,0,1
3.8339999999999996,0.0476277754498005,-0.0059520662242143,0.0020545457835271,-0.000213381382376,0.0,0,0,0,1
3.8429999999999995,0.045834741155337,-0.0256471346334709,0.0089779826037452,-0.00093119882175,0.0,0,0,0,1
3.8519999999999994,0.0441273435018184,-0.0907812937355072,0.0323009245377428,-0.0032968487305031,0.0,0,0,0,1
3.8609999999999998,0.0425333127131057,-0.2550515194878086,0.0924399544857247,-0.0090394956199178,0.0,0,0,0,1
3.869999999999999,0.0410798885494804,-0.5723066602676224,0.2117295663408689,-0.0192551211419269,0.0,0,0,0,1
3.8789999999999996,0.0397836752341491,-1.047798079343113,0.3963651741044752,-0.0325263416760674,0.0,0,0,0,1
3.8879999999999995,0.0386504166672453,-1.607767865007842,0.6227874534627519,-0.044660718057191,0.0,0,0,0,1
3.8969999999999994,0.0376733702363921,-2.12860166072143,0.8455025920734625,-0.051051720609093,0.0,0,0,0,1
3.9059999999999997,0.0368635922627715,-2.505751248667259,1.021902221743828,-0.0496061689905463,0.0,0,0,0,1
3.9149999999999996,0.0362336023927512,-2.698743375134764,1.131404724602273,-0.0415611228270672,0.0,0,0,0,1
3.9239999999999995,0.0357681562155083,-2.730537726240623,1.178164157847177,-0.0299235480188353,0.0,0,0,0,1
3.933,0.0354821333410422,-2.665391986367054,1.184924827331748,-0.0176902743167783,0.0,0,0,0,1
3.9419999999999993,0.035433852002805,-2.570169565556136,1.178666975716729,-0.0066051898815048,0.0,0,0,0,1
3.9509999999999996,0.0356219984988295,-2.49163234764488,1.18108457600712,0.003004177303593,0.0,0,0,0,1
3.9599999999999995,0.0359904205165179,-2.472066083795734,1.214324399770179,0.0116753461985872,0.0,0,0,0,1
3.9689999999999994,0.0366970078123973,-2.569770804874025,1.311304409279477,0.0214682064878778,0.0,0,0,0,1
3.9779999999999998,0.0380576697304825,-2.845291699470749,1.516711312465501,0.0382550236950925,0.0,0,0,0,1
3.986999999999999,0.0402134029751557,-3.36959565552103,1.905326679046947,0.0770727192447124,0.0,0,0,0,1
3.9959999999999996,0.0428438671494402,-4.216972815120263,2.590886003656692,0.1639126714314387,0.0,0,0,0,1
4.004999999999999,0.0437466514711033,-5.324922638430552,3.646604091660337,0.3222158820113418,0.0,0,0,0,1
